index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
33,71,	137	36	0	36	27863	32	531	0	0	0	0	1	531	4353	72	0	330
33,72,	137	29	0	29	27870	32	186	0	0	0	0	1	186	3909	58	0	330
33,73,	138	24	0	24	28034	31	220	0	0	0	0	1	220	4161	48	0	330
33,74,	137	32	0	32	27853	32	352	0	0	0	0	1	352	4139	64	0	330
33,75,	137	23	0	23	27844	32	197	0	0	0	0	1	197	3615	46	0	330
33,76,	138	21	0	21	28038	32	37	0	0	0	0	1	37	3589	42	0	330
33,77,	138	20	0	20	27997	32	96	0	0	0	0	1	96	3749	40	0	330
33,78,	138	20	0	20	27997	32	94	0	0	0	0	1	94	3803	40	0	330
33,79,	137	26	0	26	27844	32	300	0	0	0	0	1	300	3832	52	0	330
33,80,	138	19	0	19	27997	32	30	0	0	0	0	1	30	3818	38	0	330
33,81,	137	22	0	22	27831	32	38	0	0	0	0	1	38	3328	44	0	330
33,82,	138	29	0	29	27988	32	583	0	0	0	0	2	583	7015	58	0	329
33,83,	138	24	0	24	28016	32	55	0	0	0	0	1	55	4169	48	0	330
33,84,	138	23	0	23	28013	32	50	0	0	0	0	1	50	3726	46	0	330
33,85,	138	24	0	24	28016	32	92	0	0	0	0	1	92	3787	48	0	330
33,86,	138	21	0	21	28010	32	34	0	0	0	0	1	34	3347	42	0	330
33,87,	138	21	0	21	28038	32	54	0	0	0	0	1	54	3469	42	0	330
33,88,	138	16	0	16	27997	32	30	0	0	0	0	1	30	3359	32	0	330
33,89,	138	20	0	20	28020	32	115	0	0	0	0	1	115	3684	40	0	330
33,90,	137	19	0	19	27820	32	93	0	0	0	0	1	93	3088	38	0	330
33,91,	138	17	0	17	28016	32	30	0	0	0	0	1	30	3271	34	0	330
33,92,	138	16	0	16	27997	32	30	0	0	0	0	1	30	3359	32	0	330
33,93,	138	21	0	21	28010	32	85	0	0	0	0	1	85	3308	42	0	330
33,94,	138	17	0	17	28016	32	30	0	0	0	0	1	30	3271	34	0	330
33,95,	138	16	0	16	27997	32	30	0	0	0	0	1	30	3118	32	0	330
33,96,	138	31	0	31	27995	32	827	0	0	0	0	2	827	7470	62	0	329
33,97,	138	15	0	15	27997	32	30	0	0	0	0	1	30	3119	30	0	330
33,98,	138	15	0	15	27997	32	30	0	0	0	0	1	30	3119	30	0	330
33,99,	138	15	0	15	27997	32	30	0	0	0	0	1	30	3119	30	0	330
34,35,	137	15	0	15	27729	33	28	0	0	0	0	1	28	3168	30	0	330
34,36,	137	12	0	12	27736	33	15	0	0	0	0	1	15	2842	24	0	330
34,37,	137	12	0	12	27733	33	21	0	0	0	0	1	21	2871	24	0	330
34,38,	137	14	0	14	27734	33	67	0	0	0	0	1	67	2921	28	0	330
34,39,	137	13	0	13	27740	33	15	0	0	0	0	1	15	2921	26	0	330
34,40,	137	14	0	14	27726	33	265	0	0	0	0	1	265	3219	28	0	330
34,41,	137	11	0	11	27712	33	15	0	0	0	0	1	15	2791	22	0	330
34,42,	137	12	0	12	27403	33	356	0	0	0	0	2	356	4324	24	0	329
34,43,	137	11	0	11	27704	33	18	0	0	0	0	1	18	2801	22	0	330
34,44,	137	9	0	9	27700	33	15	0	0	0	0	1	15	2589	18	0	330
34,45,	137	12	0	12	27703	33	16	0	0	0	0	1	16	2770	24	0	330
34,46,	134	126	57	183	26398	32	18279	5	5	5	1	14	18090	31876	358	189	311
34,47,	137	67	0	67	27932	32	8774	0	0	0	0	2	8774	12297	134	0	329
34,48,	137	54	0	54	27892	32	2622	0	0	0	0	1	2622	5806	108	0	330
34,49,	136	55	9	64	27626	32	2526	1	1	1	1	1	2522	7492	128	4	329
34,50,	137	58	0	58	27846	33	1385	0	0	0	0	1	1385	5335	116	0	330
34,51,	137	75	0	75	27948	32	5108	0	0	0	0	1	5108	7492	150	0	330
34,52,	137	78	0	78	27982	32	9242	0	0	0	0	1	9242	11370	154	0	330
34,53,	137	32	16	48	25892	31	7001	2	2	2	1	6	6185	30273	90	816	317
34,54,	137	86	5	91	27806	33	12365	1	1	1	1	4	12356	17975	180	9	326
34,55,	137	57	0	57	27901	32	2718	0	0	0	0	1	2718	5894	114	0	330
34,56,	137	64	0	64	27876	32	2842	0	0	0	0	1	2842	6321	128	0	330
34,57,	137	70	12	82	27742	32	4778	2	2	2	1	1	4648	10714	164	130	328
34,58,	136	56	9	65	27473	31	3423	1	1	1	1	2	3233	9743	128	190	328
34,59,	137	42	0	42	27835	33	501	0	0	0	0	1	501	4410	84	0	330
34,60,	137	52	0	52	27719	32	1884	0	0	0	0	2	1884	7022	104	0	329
34,61,	137	35	0	35	27805	33	884	0	0	0	0	1	884	4839	70	0	330
34,62,	138	34	0	34	28043	33	1016	0	0	0	0	1	1016	4324	68	0	330
34,63,	137	43	0	43	27871	33	1005	0	0	0	0	1	1005	4473	86	0	330
34,64,	137	41	0	41	27852	33	691	0	0	0	0	1	691	4469	82	0	330
34,65,	137	49	0	49	27888	33	1354	0	0	0	0	1	1354	4554	98	0	330
34,66,	137	28	0	28	27815	32	377	0	0	0	0	1	377	3912	56	0	330
34,67,	137	31	0	31	27852	33	757	0	0	0	0	1	757	3970	62	0	330
34,68,	137	42	0	42	27866	33	873	0	0	0	0	1	873	4422	84	0	330
34,69,	137	25	0	25	27797	32	580	0	0	0	0	1	580	4134	50	0	330
34,70,	137	22	0	22	27794	33	409	0	0	0	0	1	409	3838	44	0	330
34,71,	137	30	0	30	27802	33	516	0	0	0	0	1	516	4214	60	0	330
34,72,	137	23	0	23	27809	33	171	0	0	0	0	1	171	3776	46	0	330
34,73,	138	18	0	18	27973	32	205	0	0	0	0	1	205	4023	36	0	330
34,74,	137	26	0	26	27792	33	337	0	0	0	0	1	337	4000	52	0	330
34,75,	137	17	0	17	27783	33	182	0	0	0	0	1	182	3478	34	0	330
34,76,	138	15	0	15	27978	33	22	0	0	0	0	1	22	3445	30	0	330
34,77,	138	14	0	14	27937	33	81	0	0	0	0	1	81	3602	28	0	330
34,78,	138	14	0	14	27937	33	79	0	0	0	0	1	79	3656	28	0	330
34,79,	137	20	0	20	27783	33	285	0	0	0	0	1	285	3696	40	0	330
34,80,	138	13	0	13	27937	33	15	0	0	0	0	1	15	3670	26	0	330
34,81,	137	16	0	16	27770	33	23	0	0	0	0	1	23	3191	32	0	330
34,82,	138	23	0	23	27929	32	568	0	0	0	0	2	568	6858	46	0	329
34,83,	138	18	0	18	27955	33	40	0	0	0	0	1	40	4031	36	0	330
34,84,	138	17	0	17	27952	33	35	0	0	0	0	1	35	3586	34	0	330
34,85,	138	18	0	18	27955	33	77	0	0	0	0	1	77	3648	36	0	330
34,86,	138	15	0	15	27950	33	19	0	0	0	0	1	19	3197	30	0	330
34,87,	138	15	0	15	27978	33	39	0	0	0	0	1	39	3325	30	0	330
34,88,	138	10	0	10	27937	33	15	0	0	0	0	1	15	3214	20	0	330
34,89,	138	14	0	14	27959	33	100	0	0	0	0	1	100	3548	28	0	330
34,90,	137	13	0	13	27759	33	78	0	0	0	0	1	78	2953	26	0	330
34,91,	138	11	0	11	27955	33	15	0	0	0	0	1	15	3134	22	0	330
34,92,	138	10	0	10	27937	33	15	0	0	0	0	1	15	3214	20	0	330
34,93,	138	15	0	15	27950	33	70	0	0	0	0	1	70	3160	30	0	330
34,94,	138	11	0	11	27955	33	15	0	0	0	0	1	15	3134	22	0	330
34,95,	138	10	0	10	27937	33	15	0	0	0	0	1	15	2974	20	0	330
34,96,	138	25	0	25	27936	33	812	0	0	0	0	2	812	7296	50	0	329
34,97,	138	9	0	9	27937	33	15	0	0	0	0	1	15	2975	18	0	330
34,98,	138	9	0	9	27937	33	15	0	0	0	0	1	15	2975	18	0	330
34,99,	138	9	0	9	27937	33	15	0	0	0	0	1	15	2975	18	0	330
35,36,	137	11	0	11	27729	33	13	0	0	0	0	1	13	2497	22	0	330
35,37,	137	11	0	11	27726	33	19	0	0	0	0	1	19	2523	22	0	330
35,38,	137	13	0	13	27727	33	65	0	0	0	0	1	65	2575	26	0	330
35,39,	137	12	0	12	27733	33	13	0	0	0	0	1	13	2575	24	0	330
35,40,	137	13	0	13	27719	33	263	0	0	0	0	1	263	2872	26	0	330
35,41,	137	10	0	10	27705	33	13	0	0	0	0	1	13	2444	20	0	330
35,42,	137	11	0	11	27396	33	354	0	0	0	0	2	354	3978	22	0	329
35,43,	137	10	0	10	27697	33	16	0	0	0	0	1	16	2455	20	0	330
35,44,	137	8	0	8	27693	33	13	0	0	0	0	1	13	2242	16	0	330
35,45,	137	11	0	11	27696	33	14	0	0	0	0	1	14	2423	22	0	330
35,46,	134	125	57	182	26391	32	18277	5	5	5	1	14	18088	31521	356	189	311
35,47,	137	66	0	66	27925	32	8772	0	0	0	0	2	8772	11961	132	0	329
35,48,	137	53	0	53	27885	32	2620	0	0	0	0	1	2620	5459	106	0	330
35,49,	136	54	9	63	27619	32	2524	1	1	1	1	1	2520	7148	126	4	329
35,50,	137	57	0	57	27839	33	1383	0	0	0	0	1	1383	4989	114	0	330
35,51,	137	74	0	74	27941	32	5106	0	0	0	0	1	5106	7147	148	0	330
35,52,	137	77	0	77	27976	32	9240	0	0	0	0	1	9240	11223	154	0	330
35,53,	137	31	16	47	25885	31	6999	2	2	2	1	6	6183	29944	88	816	317
35,54,	137	85	5	90	27799	33	12363	1	1	1	1	4	12354	17647	178	9	326
35,55,	137	56	0	56	27894	32	2716	0	0	0	0	1	2716	5549	112	0	330
35,56,	137	63	0	63	27869	32	2840	0	0	0	0	1	2840	5977	126	0	330
35,57,	137	69	12	81	27735	32	4776	2	2	2	1	1	4646	10369	162	130	328
35,58,	136	55	9	64	27464	31	3421	1	1	1	1	2	3231	9246	124	190	328
35,59,	137	41	0	41	27828	33	499	0	0	0	0	1	499	4063	82	0	330
35,60,	137	51	0	51	27712	32	1882	0	0	0	0	2	1882	6682	102	0	329
35,61,	137	34	0	34	27798	33	882	0	0	0	0	1	882	4495	68	0	330
35,62,	138	33	0	33	28037	33	1014	0	0	0	0	1	1014	3951	66	0	330
35,63,	137	42	0	42	27864	33	1003	0	0	0	0	1	1003	4128	84	0	330
35,64,	137	40	0	40	27845	33	689	0	0	0	0	1	689	4124	80	0	330
35,65,	137	48	0	48	27881	33	1352	0	0	0	0	1	1352	4210	96	0	330
35,66,	137	27	0	27	27808	32	375	0	0	0	0	1	375	3565	54	0	330
35,67,	137	30	0	30	27845	33	755	0	0	0	0	1	755	3624	60	0	330
35,68,	137	41	0	41	27859	33	871	0	0	0	0	1	871	4079	82	0	330
35,69,	137	24	0	24	27790	32	578	0	0	0	0	1	578	3787	48	0	330
35,70,	137	21	0	21	27787	33	407	0	0	0	0	1	407	3492	42	0	330
35,71,	137	29	0	29	27795	33	514	0	0	0	0	1	514	3871	58	0	330
35,72,	137	22	0	22	27802	33	169	0	0	0	0	1	169	3431	44	0	330
35,73,	138	17	0	17	27966	32	203	0	0	0	0	1	203	3677	34	0	330
35,74,	137	25	0	25	27784	33	335	0	0	0	0	1	335	3590	48	0	330
35,75,	137	16	0	16	27776	33	180	0	0	0	0	1	180	3133	32	0	330
35,76,	138	14	0	14	27971	33	20	0	0	0	0	1	20	3099	28	0	330
35,77,	138	13	0	13	27930	33	79	0	0	0	0	1	79	3256	26	0	330
35,78,	138	13	0	13	27930	33	77	0	0	0	0	1	77	3310	26	0	330
35,79,	137	19	0	19	27776	33	283	0	0	0	0	1	283	3350	38	0	330
35,80,	138	12	0	12	27930	33	13	0	0	0	0	1	13	3324	24	0	330
35,81,	137	15	0	15	27763	33	21	0	0	0	0	1	21	2843	30	0	330
35,82,	138	22	0	22	27922	32	566	0	0	0	0	2	566	6513	44	0	329
35,83,	138	17	0	17	27948	33	38	0	0	0	0	1	38	3684	34	0	330
35,84,	138	16	0	16	27946	33	33	0	0	0	0	1	33	3230	32	0	330
35,85,	138	17	0	17	27948	33	75	0	0	0	0	1	75	3299	34	0	330
35,86,	138	14	0	14	27943	33	17	0	0	0	0	1	17	2853	28	0	330
35,87,	138	14	0	14	27971	33	37	0	0	0	0	1	37	2979	28	0	330
35,88,	138	9	0	9	27930	33	13	0	0	0	0	1	13	2868	18	0	330
35,89,	138	13	0	13	27953	33	98	0	0	0	0	1	98	3191	26	0	330
35,90,	137	12	0	12	27752	33	76	0	0	0	0	1	76	2606	24	0	330
35,91,	138	10	0	10	27949	33	13	0	0	0	0	1	13	2780	20	0	330
35,92,	138	9	0	9	27930	33	13	0	0	0	0	1	13	2868	18	0	330
35,93,	138	14	0	14	27943	33	68	0	0	0	0	1	68	2814	28	0	330
35,94,	138	10	0	10	27949	33	13	0	0	0	0	1	13	2780	20	0	330
35,95,	138	9	0	9	27930	33	13	0	0	0	0	1	13	2628	18	0	330
35,96,	138	24	0	24	27929	33	810	0	0	0	0	2	810	6951	48	0	329
35,97,	138	8	0	8	27930	33	13	0	0	0	0	1	13	2629	16	0	330
35,98,	138	8	0	8	27930	33	13	0	0	0	0	1	13	2629	16	0	330
35,99,	138	8	0	8	27930	33	13	0	0	0	0	1	13	2629	16	0	330
36,37,	137	8	0	8	27733	33	6	0	0	0	0	1	6	2200	16	0	330
36,38,	137	10	0	10	27734	33	52	0	0	0	0	1	52	2251	20	0	330
36,39,	137	9	0	9	27740	33	0	0	0	0	0	1	0	2249	18	0	330
36,40,	137	10	0	10	27726	33	250	0	0	0	0	1	250	2548	20	0	330
36,41,	137	7	0	7	27712	33	0	0	0	0	0	1	0	2120	14	0	330
36,42,	137	8	0	8	27403	33	341	0	0	0	0	2	341	3655	16	0	329
36,43,	137	7	0	7	27704	33	3	0	0	0	0	1	3	2131	14	0	330
36,44,	137	5	0	5	27700	33	0	0	0	0	0	1	0	1918	10	0	330
36,45,	137	8	0	8	27703	33	1	0	0	0	0	1	1	2099	16	0	330
36,46,	134	122	57	179	26398	32	18264	5	5	5	1	14	18075	31291	350	189	311
36,47,	137	63	0	63	27932	32	8759	0	0	0	0	2	8759	11641	126	0	329
36,48,	137	50	0	50	27892	32	2607	0	0	0	0	1	2607	5138	100	0	330
36,49,	136	51	9	60	27626	32	2511	1	1	1	1	1	2507	6826	120	4	329
36,50,	137	54	0	54	27846	33	1370	0	0	0	0	1	1370	4669	108	0	330
36,51,	137	71	0	71	27948	32	5093	0	0	0	0	1	5093	6830	142	0	330
36,52,	137	74	0	74	27983	32	9227	0	0	0	0	1	9227	10902	148	0	330
36,53,	137	28	16	44	25892	31	6986	2	2	2	1	6	6170	29610	82	816	317
36,54,	137	82	5	87	27806	33	12350	1	1	1	1	4	12341	17330	172	9	326
36,55,	137	53	0	53	27901	32	2703	0	0	0	0	1	2703	5226	106	0	330
36,56,	137	60	0	60	27876	32	2827	0	0	0	0	1	2827	5657	120	0	330
36,57,	137	66	12	78	27742	32	4763	2	2	2	1	1	4633	10054	156	130	328
36,58,	136	52	9	61	27473	31	3408	1	1	1	1	2	3218	9074	120	190	328
36,59,	137	38	0	38	27835	33	486	0	0	0	0	1	486	3742	76	0	330
36,60,	137	48	0	48	27719	32	1869	0	0	0	0	2	1869	6357	96	0	329
36,61,	137	31	0	31	27805	33	869	0	0	0	0	1	869	4171	62	0	330
36,62,	138	30	0	30	28043	33	1001	0	0	0	0	1	1001	3654	60	0	330
36,63,	137	39	0	39	27871	33	990	0	0	0	0	1	990	3805	78	0	330
36,64,	137	37	0	37	27852	33	676	0	0	0	0	1	676	3801	74	0	330
36,65,	137	45	0	45	27888	33	1339	0	0	0	0	1	1339	3887	90	0	330
36,66,	137	24	0	24	27815	32	362	0	0	0	0	1	362	3241	48	0	330
36,67,	137	27	0	27	27852	33	742	0	0	0	0	1	742	3299	54	0	330
36,68,	137	38	0	38	27866	33	858	0	0	0	0	1	858	3754	76	0	330
36,69,	137	21	0	21	27797	32	565	0	0	0	0	1	565	3462	42	0	330
36,70,	137	18	0	18	27794	33	394	0	0	0	0	1	394	3167	36	0	330
36,71,	137	26	0	26	27802	33	501	0	0	0	0	1	501	3547	52	0	330
36,72,	137	19	0	19	27809	33	156	0	0	0	0	1	156	3105	38	0	330
36,73,	138	14	0	14	27973	32	190	0	0	0	0	1	190	3353	28	0	330
36,74,	137	22	0	22	27792	33	322	0	0	0	0	1	322	3330	44	0	330
36,75,	137	13	0	13	27783	33	167	0	0	0	0	1	167	2808	26	0	330
36,76,	138	11	0	11	27978	33	7	0	0	0	0	1	7	2778	22	0	330
36,77,	138	10	0	10	27937	33	66	0	0	0	0	1	66	2935	20	0	330
36,78,	138	10	0	10	27937	33	64	0	0	0	0	1	64	2989	20	0	330
36,79,	137	16	0	16	27783	33	270	0	0	0	0	1	270	3025	32	0	330
36,80,	138	9	0	9	27937	33	0	0	0	0	0	1	0	3003	18	0	330
36,81,	137	12	0	12	27770	33	8	0	0	0	0	1	8	2520	24	0	330
36,82,	138	19	0	19	27929	32	553	0	0	0	0	2	553	6195	38	0	329
36,83,	138	14	0	14	27955	33	25	0	0	0	0	1	25	3361	28	0	330
36,84,	138	13	0	13	27952	33	20	0	0	0	0	1	20	2918	26	0	330
36,85,	138	14	0	14	27955	33	62	0	0	0	0	1	62	2979	28	0	330
36,86,	138	11	0	11	27949	33	4	0	0	0	0	1	4	2539	22	0	330
36,87,	138	11	0	11	27978	33	24	0	0	0	0	1	24	2658	22	0	330
36,88,	138	6	0	6	27937	33	0	0	0	0	0	1	0	2547	12	0	330
36,89,	138	10	0	10	27960	33	85	0	0	0	0	1	85	2871	20	0	330
36,90,	137	9	0	9	27759	33	63	0	0	0	0	1	63	2282	18	0	330
36,91,	138	7	0	7	27956	33	0	0	0	0	0	1	0	2460	14	0	330
36,92,	138	6	0	6	27937	33	0	0	0	0	0	1	0	2547	12	0	330
36,93,	138	11	0	11	27949	33	55	0	0	0	0	1	55	2501	22	0	330
36,94,	138	7	0	7	27956	33	0	0	0	0	0	1	0	2460	14	0	330
36,95,	138	6	0	6	27937	33	0	0	0	0	0	1	0	2307	12	0	330
36,96,	138	21	0	21	27936	33	797	0	0	0	0	2	797	6633	42	0	329
36,97,	138	5	0	5	27937	33	0	0	0	0	0	1	0	2308	10	0	330
36,98,	138	5	0	5	27937	33	0	0	0	0	0	1	0	2308	10	0	330
36,99,	138	5	0	5	27937	33	0	0	0	0	0	1	0	2308	10	0	330
37,38,	137	10	0	10	27731	33	58	0	0	0	0	1	58	2279	20	0	330
37,39,	137	9	0	9	27737	33	6	0	0	0	0	1	6	2278	18	0	330
37,40,	137	10	0	10	27723	33	256	0	0	0	0	1	256	2576	20	0	330
37,41,	137	7	0	7	27709	33	6	0	0	0	0	1	6	2148	14	0	330
37,42,	137	8	0	8	27400	33	347	0	0	0	0	2	347	3683	16	0	329
37,43,	137	7	0	7	27701	33	9	0	0	0	0	1	9	2159	14	0	330
37,44,	137	5	0	5	27697	33	6	0	0	0	0	1	6	1946	10	0	330
37,45,	137	8	0	8	27700	33	7	0	0	0	0	1	7	2127	16	0	330
37,46,	134	122	57	179	26395	32	18270	5	5	5	1	14	18081	31313	350	189	311
37,47,	137	63	0	63	27929	32	8765	0	0	0	0	2	8765	11668	126	0	329
37,48,	137	50	0	50	27889	32	2613	0	0	0	0	1	2613	5165	100	0	330
37,49,	136	51	9	60	27623	32	2517	1	1	1	1	1	2513	6853	120	4	329
37,50,	137	54	0	54	27843	33	1376	0	0	0	0	1	1376	4697	108	0	330
37,51,	137	71	0	71	27945	32	5099	0	0	0	0	1	5099	6857	142	0	330
37,52,	137	74	0	74	27980	32	9233	0	0	0	0	1	9233	10931	148	0	330
37,53,	137	28	16	44	25889	31	6992	2	2	2	1	6	6176	29650	82	816	317
37,54,	137	82	5	87	27803	33	12356	1	1	1	1	4	12347	17357	172	9	326
37,55,	137	53	0	53	27898	32	2709	0	0	0	0	1	2709	5254	106	0	330
37,56,	137	60	0	60	27873	32	2833	0	0	0	0	1	2833	5684	120	0	330
37,57,	137	66	12	78	27739	32	4769	2	2	2	1	1	4639	10080	156	130	328
37,58,	136	52	9	61	27470	31	3414	1	1	1	1	2	3224	9103	120	190	328
37,59,	137	38	0	38	27832	33	492	0	0	0	0	1	492	3770	76	0	330
37,60,	137	48	0	48	27716	32	1875	0	0	0	0	2	1875	6384	96	0	329
37,61,	137	31	0	31	27802	33	875	0	0	0	0	1	875	4200	62	0	330
37,62,	138	30	0	30	28040	33	1007	0	0	0	0	1	1007	3683	60	0	330
37,63,	137	39	0	39	27868	33	996	0	0	0	0	1	996	3833	78	0	330
37,64,	137	37	0	37	27849	33	682	0	0	0	0	1	682	3829	74	0	330
37,65,	137	45	0	45	27885	33	1345	0	0	0	0	1	1345	3915	90	0	330
37,66,	137	24	0	24	27812	32	368	0	0	0	0	1	368	3269	48	0	330
37,67,	137	27	0	27	27849	33	748	0	0	0	0	1	748	3328	54	0	330
37,68,	137	38	0	38	27863	33	864	0	0	0	0	1	864	3782	76	0	330
37,69,	137	21	0	21	27794	32	571	0	0	0	0	1	571	3491	42	0	330
37,70,	137	18	0	18	27791	33	400	0	0	0	0	1	400	3196	36	0	330
37,71,	137	26	0	26	27799	33	507	0	0	0	0	1	507	3575	52	0	330
37,72,	137	19	0	19	27806	33	162	0	0	0	0	1	162	3134	38	0	330
37,73,	138	14	0	14	27970	32	196	0	0	0	0	1	196	3381	28	0	330
37,74,	137	22	0	22	27789	33	328	0	0	0	0	1	328	3359	44	0	330
37,75,	137	13	0	13	27780	33	173	0	0	0	0	1	173	2836	26	0	330
37,76,	138	11	0	11	27975	33	13	0	0	0	0	1	13	2806	22	0	330
37,77,	138	10	0	10	27934	33	72	0	0	0	0	1	72	2963	20	0	330
37,78,	138	10	0	10	27934	33	70	0	0	0	0	1	70	3017	20	0	330
37,79,	137	16	0	16	27780	33	276	0	0	0	0	1	276	3053	32	0	330
37,80,	138	9	0	9	27934	33	6	0	0	0	0	1	6	3031	18	0	330
37,81,	137	12	0	12	27767	33	14	0	0	0	0	1	14	2548	24	0	330
37,82,	138	19	0	19	27926	32	559	0	0	0	0	2	559	6223	38	0	329
37,83,	138	14	0	14	27952	33	31	0	0	0	0	1	31	3388	28	0	330
37,84,	138	13	0	13	27950	33	26	0	0	0	0	1	26	2937	26	0	330
37,85,	138	14	0	14	27952	33	68	0	0	0	0	1	68	3003	28	0	330
37,86,	138	11	0	11	27947	33	10	0	0	0	0	1	10	2560	22	0	330
37,87,	138	11	0	11	27975	33	30	0	0	0	0	1	30	2686	22	0	330
37,88,	138	6	0	6	27934	33	6	0	0	0	0	1	6	2575	12	0	330
37,89,	138	10	0	10	27957	33	91	0	0	0	0	1	91	2898	20	0	330
37,90,	137	9	0	9	27756	33	69	0	0	0	0	1	69	2310	18	0	330
37,91,	138	7	0	7	27953	33	6	0	0	0	0	1	6	2487	14	0	330
37,92,	138	6	0	6	27934	33	6	0	0	0	0	1	6	2575	12	0	330
37,93,	138	11	0	11	27947	33	61	0	0	0	0	1	61	2521	22	0	330
37,94,	138	7	0	7	27953	33	6	0	0	0	0	1	6	2487	14	0	330
37,95,	138	6	0	6	27934	33	6	0	0	0	0	1	6	2335	12	0	330
37,96,	138	21	0	21	27933	33	803	0	0	0	0	2	803	6661	42	0	329
37,97,	138	5	0	5	27934	33	6	0	0	0	0	1	6	2336	10	0	330
37,98,	138	5	0	5	27934	33	6	0	0	0	0	1	6	2336	10	0	330
37,99,	138	5	0	5	27934	33	6	0	0	0	0	1	6	2336	10	0	330
38,39,	137	11	0	11	27738	33	52	0	0	0	0	1	52	2329	22	0	330
38,40,	137	12	0	12	27724	33	302	0	0	0	0	1	302	2628	24	0	330
38,41,	137	9	0	9	27710	33	52	0	0	0	0	1	52	2198	18	0	330
38,42,	137	10	0	10	27401	33	393	0	0	0	0	2	393	3731	20	0	329
38,43,	137	9	0	9	27702	33	55	0	0	0	0	1	55	2209	18	0	330
38,44,	137	7	0	7	27698	33	52	0	0	0	0	1	52	1996	14	0	330
38,45,	137	10	0	10	27701	33	53	0	0	0	0	1	53	2177	20	0	330
38,46,	134	124	57	181	26395	32	18316	5	5	5	1	14	18127	31373	354	189	311
38,47,	137	65	0	65	27930	32	8811	0	0	0	0	2	8811	11724	130	0	329
38,48,	137	52	0	52	27890	32	2659	0	0	0	0	1	2659	5215	104	0	330
38,49,	136	53	9	62	27624	32	2563	1	1	1	1	1	2559	6901	124	4	329
38,50,	137	56	0	56	27844	33	1422	0	0	0	0	1	1422	4746	112	0	330
38,51,	137	73	0	73	27946	32	5145	0	0	0	0	1	5145	6905	146	0	330
38,52,	137	76	0	76	27981	32	9279	0	0	0	0	1	9279	10980	152	0	330
38,53,	137	30	16	46	25890	31	7038	2	2	2	1	6	6222	29676	86	816	317
38,54,	137	84	5	89	27803	33	12402	1	1	1	1	4	12393	17416	176	9	326
38,55,	137	55	0	55	27899	32	2755	0	0	0	0	1	2755	5305	110	0	330
38,56,	137	62	0	62	27874	32	2879	0	0	0	0	1	2879	5731	124	0	330
38,57,	137	68	12	80	27740	32	4815	2	2	2	1	1	4685	10131	160	130	328
38,58,	136	54	9	63	27471	31	3460	1	1	1	1	2	3270	9154	124	190	328
38,59,	137	40	0	40	27833	33	538	0	0	0	0	1	538	3821	80	0	330
38,60,	137	50	0	50	27717	32	1921	0	0	0	0	2	1921	6434	100	0	329
38,61,	137	33	0	33	27803	33	921	0	0	0	0	1	921	4248	66	0	330
38,62,	138	32	0	32	28041	33	1053	0	0	0	0	1	1053	3733	64	0	330
38,63,	137	41	0	41	27869	33	1042	0	0	0	0	1	1042	3885	82	0	330
38,64,	137	39	0	39	27850	33	728	0	0	0	0	1	728	3879	78	0	330
38,65,	137	47	0	47	27886	33	1391	0	0	0	0	1	1391	3966	94	0	330
38,66,	137	26	0	26	27813	32	414	0	0	0	0	1	414	3322	52	0	330
38,67,	137	29	0	29	27850	33	794	0	0	0	0	1	794	3379	58	0	330
38,68,	137	40	0	40	27864	33	910	0	0	0	0	1	910	3832	80	0	330
38,69,	137	23	0	23	27795	32	617	0	0	0	0	1	617	3540	46	0	330
38,70,	137	20	0	20	27792	33	446	0	0	0	0	1	446	3246	40	0	330
38,71,	137	28	0	28	27800	33	553	0	0	0	0	1	553	3623	56	0	330
38,72,	137	21	0	21	27807	33	208	0	0	0	0	1	208	3183	42	0	330
38,73,	138	16	0	16	27971	32	242	0	0	0	0	1	242	3432	32	0	330
38,74,	137	24	0	24	27790	33	374	0	0	0	0	1	374	3410	48	0	330
38,75,	137	15	0	15	27781	33	219	0	0	0	0	1	219	2887	30	0	330
38,76,	138	13	0	13	27975	33	59	0	0	0	0	1	59	2861	26	0	330
38,77,	138	12	0	12	27935	33	118	0	0	0	0	1	118	3013	24	0	330
38,78,	138	12	0	12	27935	33	116	0	0	0	0	1	116	3067	24	0	330
38,79,	137	18	0	18	27781	33	322	0	0	0	0	1	322	3105	36	0	330
38,80,	138	11	0	11	27935	33	52	0	0	0	0	1	52	3081	22	0	330
38,81,	137	14	0	14	27768	33	60	0	0	0	0	1	60	2599	28	0	330
38,82,	138	21	0	21	27925	32	605	0	0	0	0	2	605	6291	42	0	329
38,83,	138	16	0	16	27954	33	77	0	0	0	0	1	77	3429	32	0	330
38,84,	138	15	0	15	27951	33	72	0	0	0	0	1	72	2989	30	0	330
38,85,	138	16	0	16	27954	33	114	0	0	0	0	1	114	3050	32	0	330
38,86,	138	13	0	13	27948	33	56	0	0	0	0	1	56	2612	26	0	330
38,87,	138	13	0	13	27975	33	76	0	0	0	0	1	76	2738	26	0	330
38,88,	138	8	0	8	27935	33	52	0	0	0	0	1	52	2625	16	0	330
38,89,	138	12	0	12	27957	33	137	0	0	0	0	1	137	2955	24	0	330
